33.650,1;1,-2
33.750,1;1,2
33.850,1;1,-4
33.950,1;1,-4
34.050,1;1,2
34.150,1;1,-2
34.200,1;4,3,0.2
34.600,1;4,0,0.2
34.850,1;1,3
34.950,1;1,-3
35.050,1;1,3
35.150,1;1,-3
35.350,1;4,0,0.05
35.450,1;1,-3
35.550,1;1,-3
35.650,1;1,3
35.750,1;1,3
36.300,2;2,-4 1,2
36.600,2;2,4 1,-2
36.900,2;2,-4 1,2
37.200,2;2,4 1,-2
37.500,2;2,3 2,-3 
37.600,2;2,4 2,-4
38.000,1;1,4
38.100,1;1,-3
38.200,1;1,0
38.300,1;1,-3
38.400,1;1,4
38.500,1;1,-4
38.600,1;1,2
38.700,1;1,-4
38.800,1;1,4
38.900,1;1,-3
39.000,1;1,2
39.100,1;1,-3
39.300,1;4,0,0.1
39.550,1;1,-3
39.650,1;1,3
39.750,1;1,-2
39.850,1;1,4
40.050,2;4,-3,0.1 4,3,0.1
40.350,2;4,-2,0.1 4,2,0.1
40.650,1;4,0,0.15 
40.900,1;1,-3.8
41.000,1;1,2
41.100,1;1,-3
41.200,1;1,-3
41.300,1;1,3.8
41.400,1;1,-2
41.500,1;1,3
41.600,1;1,3
41.700,1;1,-2
41.850,1;1,4
42.100,1;1,-3
42.300,1;4,0,0.1
42.550,1;1,2
42.650,1;1,-2
42.750,1;1,2
42.850,1;1,-2
43.000,2;2,-2 2,2
43.300,2;2,-3 2,3
43.700,2;2,-4 2,4
44.000,1;4,0,0.2
44.250,1;1,3
44.350,1;1,-3
44.450,1;1,3
44.550,1;1,-3
44.650,1;1,3
44.750,1;1,-3
44.850,1;1,3
44.950,1;1,-3
45.050,1;1,3
45.150,1;1,-3
45.250,1;1,3
45.350,1;1,-3
45.500,1;4,0,0.2
45.750,1;1,3.5
45.850,1;1,-1.5
45.950,1;1,3.5
46.050,1;1,-1.5
46.150,1;1,-3.5
46.250,1;1,1.5
46.350,1;1,-3.5
46.450,1;1,1.5
46.550,1;1,3.5
46.650,1;1,-1.5
46.750,1;1,3.5
46.850,1;1,-1.5
47.000,2;4,-3.6,0.25 2,3.6
47.300,1;1,-2.8
47.400,1;1,2.8
47.500,1;1,-2.8
47.600,1;1,2.8
47.750,2;4,3.6,0.25 2,-3.6
48.100,1;1,-3
48.250,1;1,3
48.450,1;1,0
48.500,1;3,0
48.550,1;3,0
48.600,1;3,0
48.700,2;1,3 1,-3
49.000,2;1,2 1,-2
49.300,2;1,2.5 1,-2.5
49.500,1;1,0
49.550,1;3,0
49.600,1;3,0
49.650,1;3,0
49.700,1;2,0
49.900,1;2,0
50.100,1;2,0
50.350,1;1,-3
50.450,1;1,3
50.550,1;1,-1
50.650,1;1,1
50.750,1;1,-3
50.850,1;1,3
50.950,1;1,-1
51.050,1;1,1
51.150,1;1,-3
51.250,1;1,3
51.350,1;1,-1
51.450,1;1,1
51.600,2;4,-2,0.2 4,2,0.2
51.850,1;1,-3
51.950,1;1,0
52.050,1;1,-3
52.150,1;1,3
52.250,1;1,0
52.350,1;1,3
52.450,1;1,-3
52.550,1;1,-0
52.650,1;1,-3
52.750,1;1,3
52.850,1;1,0
52.950,1;1,3
53.100,1;4,0,0.2 
53.350,1;1,-3
53.450,1;1,-3
53.550,1;1,1
53.650,1;1,1
53.750,1;1,3
53.850,1;1,3
53.950,1;1,-1
54.050,1;1,-1
54.150,1;1,1
54.250,1;1,1
54.350,1;1,-3
54.450,1;1,-3
54.600,2;4,-2,0.2 4,2,0.2
55.200,1;1,0
55.250,1;1,0
55.300,1;1,0
55.350,1;1,0
55.400,1;1,0
55.600,1;1,0
55.800,1;3,0
56.300,2;1,-3 1,1
56.570,2;1,-1 1,3
56.840,2;1,-3 1,1
57.110,2;1,-1 1,3
57.380,2;1,-4 1,0
57.650,2;1,4 1,0
57.920,2;1,-4 1,0
58.190,2;1,4 1,0
58.460,2;1,-2 1,2
58.730,2;1,-3 1,3
59.000,2;1,-4 1,4
59.300,1;1,1
59.375,1;1,-3.5
59.450,1;1,0
59.525,1;1,-3.5
59.600,1;1,-1
59.675,1;1,-3.5
59.750,1;1,0
59.825,1;1,-3.5
59.900,1;1,1.5
59.975,1;1,-1.5
60.050,1;1,3.5
60.125,1;1,0
60.200,1;1,3.5
60.275,1;1,1
60.350,1;1,3.5
60.450,1;1,0
60.550,1;3,0
60.650,1;3,0
60.750,1;3,0
60.850,1;3,0
60.950,1;3,0
61.050,1;3,0
61.150,1;3,0
61.250,1;3,0
61.350,1;3,0
62.250,2;1,-2 1,2
64.800,1;1,0
64.850,1;3,0
64.900,1;3,0
64.950,1;3,0
65.200,1;2,2
65.500,1;2,-2
68.500,2;2,-2.5 2,2.5
71.200,1;2,-2
71.400,1;2,2
71.600,1;4,0,1.2
73.250,2;1,-3 1,3
73.520,2;1,-3 1,3
73.790,2;1,-3 1,3
74.060,2;1,-3 1,3
74.330,1;1,-2
74.450,1;1,2
74.700,2;2,-2 2,2
77.500,1;4,0,5
80.900,2;1,-4 1,4
81.170,2;1,-4 1,4
81.440,2;1,-4 1,4
81.710,2;1,-4 1,4
81.990,2;1,-4 1,4
82.260,2;1,-4 1,4
82.530,2;1,-4 1,4
82.800,2;1,-2 1,2
83.070,2;1,-2 1,2
83.340,2;1,-2 1,2
83.610,2;1,-2 1,2
84.000,1;1,0
84.075,1;1,0
84.150,1;1,0
84.225,1;1,0
84.300,1;1,0
84.375,1;1,0
84.450,1;1,0
84.525,1;1,0
84.600,1;1,0
84.675,1;1,0
84.750,1;1,0
84.825,1;1,0
84.900,1;1,0
84.975,1;1,0
85.050,1;1,0
85.125,1;1,0
85.175,1;3,0
85.225,1;3,0
85.275,1;3,0
85.325,1;3,0
85.375,1;3,0
85.425,1;3,0
85.475,1;3,0
85.525,1;3,0
85.575,1;3,0
85.625,1;3,0
85.675,1;3,0
85.725,1;3,0
85.775,1;3,0
85.825,1;3,0
85.875,1;3,0
85.925,1;3,0
85.975,1;3,0
86.025,1;3,0
87.000,2;4,-4,2 4,4,2
87.050,2;3,-4 3,4
87.100,2;3,-3.645 3,3.645 
87.150,2;3,-3.48 3,3.48 
87.200,2;3,-3.315 3,3.315 
87.250,2;3,-3.15 3,3.15 
87.300,2;3,-2.985 3,2.985 
87.350,2;3,-2.82 3,2.82 
87.400,2;3,-2.655 3,2.655 
87.450,2;3,-2.49 3,2.49 
87.500,2;3,-2.325 3,2.325 
87.550,2;3,-2.16 3,2.16 
87.600,2;3,-1.995 3,1.995 
87.650,2;3,-1.83 3,1.83 
87.700,2;3,-1.665 3,1.665 
87.750,2;3,-1.5 3,1.5
87.800,2;1,-1.5 1,1.5
87.950,1;1,0
88.100,2;1,-1.5 1,1.5
88.150,2;3,-1.665 3,1.665 
88.200,2;3,-1.83 3,1.83 
88.250,2;3,-1.995 3,1.995 
88.300,2;3,-2.16 3,2.16 
88.350,2;3,-2.325 3,2.325 
88.400,2;3,-2.49 3,2.49 
88.450,2;3,-2.655 3,2.655 
88.500,2;3,-2.82 3,2.82
88.550,2;3,-2.985 3,2.985 
88.600,2;3,-3.15 3,3.15 
88.650,2;3,-3.315 3,3.315 
88.700,2;3,-3.48 3,3.48 
88.750,2;3,-3.645 3,3.645 
88.800,2;3,-3.81 3,3.81 
88.850,2;3,-4 3,4
88.900,2;3,-4 3,4
89.000,2;1,-2 1,2
89.200,3;1,-3 1,3 1,0
90.000,4;4,-2,2 4,2,2 1,-4 1,4
90.050,2;3,-3.5 3,3.5 
90.100,2;3,-3 3,3
90.150,2;3,-2.5 3,2.5 
90.200,2;3,-2 3,2
90.250,2;3,-1.5 3,1.5 
90.300,2;3,-1 3,1
90.350,2;3,-0.5 3,0.5 
90.400,2;3,0 3,0
90.450,2;3,-0.33 3,0.33 
90.500,2;3,-0.66 3,0.66 
90.550,2;3,-1 3,1
90.600,2;3,-1.33 3,1.33 
90.650,2;3,-1.66 3,1.66 
90.700,2;3,-2 3,2
90.800,1;1,0
90.950,2;1,-4 1,4
91.100,1;1,0
91.150,1;3,0
91.200,2;3,-0.266 3,0.266 
91.250,2;3,-0.533 3,0.533 
91.300,2;3,-0.800 3,0.800 
91.350,2;3,-1.066 3,1.066 
91.400,2;3,-1.333 3,1.333 
91.450,2;3,-1.600 3,1.600 
91.500,2;3,-1.866 3,1.866 
91.550,2;3,-2.133 3,2.133 
91.600,2;3,-2.399 3,2.399 
91.650,2;3,-2.666 3,2.666 
91.700,2;3,-2.933 3,2.933 
91.750,2;3,-3.199 3,3.199 
91.800,2;3,-3.466 3,3.466 
91.850,2;3,-3.732 3,3.732 
91.900,2;3,-4 3,4
92.500,3;1,-4 1,4 1,-1.5
92.700,3;1,-4 1,4 1,1.5
92.900,3;1,-4 1,4 1,-1.5
93.200,3;1,-3 1,3 4,0,2
93.250,2;3,-2.813 3,2.813 
93.300,2;3,-2.625 3,2.625 
93.350,2;3,-2.438 3,2.438 
93.400,2;3,-2.25 3,2.25 
93.450,2;3,-2.063 3,2.063 
93.500,2;3,-1.875 3,1.875 
93.550,2;3,-1.688 3,1.688 
93.600,2;3,-1.5 3,1.5 
93.650,2;3,-1.313 3,1.313 
93.700,2;3,-1.125 3,1.125 
93.750,2;3,-0.938 3,0.938 
93.800,2;3,-0.75 3,0.75 
93.850,2;3,-0.563 3,0.563 
93.900,2;3,-0.375 3,0.375 
93.950,2;3,-0.186 3,0.186 
94.000,2;1,-3 3,0
94.050,1;3,0
94.100,1;3,0
94.150,2;1,3 3,0
94.200,1;3,0
94.250,1;3,0
94.300,2;1,-3 3,0
94.350,2;3,-0.235 3,0.235 
94.400,2;3,-0.471 3,0.471 
94.450,2;3,-0.706 3,0.706 
94.500,2;3,-0.941 3,0.941 
94.550,2;3,-1.176 3,1.176 
94.600,2;3,-1.412 3,1.412 
94.650,2;3,-1.647 3,1.647 
94.700,2;3,-1.882 3,1.882 
94.750,2;3,-2.118 3,2.118 
94.800,2;3,-2.353 3,2.353 
94.850,2;3,-2.588 3,2.588 
94.900,2;3,-2.824 3,2.824 
94.950,2;3,-3.059 3,3.059 
95.000,2;3,-3.294 3,3.294 
95.050,2;3,-3.529 3,3.529 
95.100,2;3,-3.765 3,3.765 
95.150,2;3,-4 3,4
95.200,2;1,-4 1,4
95.400,4;1,-4 1,4 1,-1.5 1,1.5
96.200,4;4,2,2 4,-2,2 1,-4 1,4
96.250,2;3,4 3,-4
96.300,2;3,3.636 3,-3.636
96.350,2;3,3.273 3,-3.273
96.400,2;3,2.909 3,-2.909
96.450,2;3,2.545 3,-2.545
96.500,2;3,2.182 3,-2.182
96.550,2;3,1.818 3,-1.818
96.600,2;3,1.455 3,-1.455
96.650,2;3,1.091 3,-1.091
96.700,2;3,0.727 3,-0.727
96.750,2;3,0.364 3,-0.364
96.800,1;3,0
96.850,2;3,0.5 3,-0.5
96.900,2;3,1 3,-1
96.950,2;3,1.5 3,-1.5
97.000,3;1,-4 3,2 3,-2
97.050,2;3,2 3,-2
97.100,2;3,2 3,-2
97.150,3;1,4 3,-2 3,2
97.200,2;3,2 3,-2
97.250,2;3,2 3,-2
97.300,3;1,0 3,-2 3,2
97.350,2;3,2 3,-2
97.400,2;3,2 3,-2
97.450,2;3,2 3,-2
97.500,2;3,2 3,-2
97.550,2;3,2 3,-2
97.600,2;3,2 3,-2
97.650,2;3,2 3,-2
97.700,2;3,2 3,-2
97.750,2;3,2 3,-2
97.800,2;3,2 3,-2
97.850,2;3,2 3,-2
97.900,2;3,2 3,-2
97.950,2;3,2 3,-2
98.000,2;3,2 3,-2
98.050,2;3,2 3,-2
98.100,2;3,2 3,-2
98.700,2;4,-4,0.5 4,4,0.5
98.750,2;1,-1.5 1,1.5
98.800,2;3,-1.8125 3,1.8125 
98.850,2;3,-2.125 3,2.125 
98.900,2;3,-2.4375 3,2.4375 
98.950,2;3,-2.75 3,2.75 
99.000,2;3,-3.0625 3,3.0625 
99.050,2;3,-3.375 3,3.375 
99.100,2;3,-3.6875 3,3.6875 
99.150,2;3,-4 3,4
99.400,4;4,1.5,0.7 4,4,0.7 1,-4 1,-1.5
99.450,2;3,-3.542 3,-1.042
99.500,2;3,-3.083 3,-0.583
99.550,2;3,-2.625 3,-0.125
99.600,2;3,-2.167 3,0.333
99.650,2;3,-1.709 3,0.792
99.700,2;3,-1.250 3,1.25
99.750,2;3,-0.792 3,1.708
99.800,2;3,-0.337 3,2.166
99.850,2;3,0.125 3,2.625
99.900,2;3,0.583 3,3.083
99.950,2;3,1.041 3,3.541
100.000,2;3,1.5 3,4
100.200,3;1,-1.5 1,4 1,1.5
100.350,3;1,-1.5 1,-4 1,1.5
100.500,3;1,-1.5 1,4 1,1.5
101.600,4;1,-4 1,4 1,-1.5 1,1.5
102.400,4;4,-4,0.7 4,4,0.7 4,-1.5,0.7 4,1.5,0.7
102.450,4;3,-4 3,4 3,-1.5 3,1.5
102.500,4;3,-4 3,4 3,-1.5 3,1.5
102.550,4;3,-4 3,4 3,-1.5 3,1.5
102.600,4;3,-4 3,4 3,-1.5 3,1.5
102.650,4;3,-4 3,4 3,-1.5 3,1.5
102.700,4;3,-4 3,4 3,-1.5 3,1.5
102.750,4;3,-4 3,4 3,-1.5 3,1.5
102.800,4;3,-4 3,4 3,-1.5 3,1.5
102.850,4;3,-4 3,4 3,-1.5 3,1.5
102.900,4;3,-4 3,4 3,-1.5 3,1.5
102.950,4;3,-4 3,4 3,-1.5 3,1.5
103.000,4;3,-4 3,4 3,-1.5 3,1.5
103.200,3;1,-4 1,-1.5 1,4
103.350,3;1,-4 1,-1.5 1,1.5
103.500,3;1,-4 1,-1.5 4,4,2
103.550,2;3,-4 3,-1.5
103.600,2;3,-4 3,-1.5
103.650,2;3,-4 3,-1.5
103.700,2;3,-4 3,-1.5
103.750,2;3,-4 3,-1.5
103.800,2;3,-4 3,-1.5
104.900,2;1,-2 1,2
105.100,2;1,-4 1,0
105.300,2;1,-2 1,2
105.600,4;4,-2,2 4,2,2 1,4 1,-4
105.650,2;3,3.75 3,-3.75
105.700,2;3,3.5 3,-3.5
105.750,2;3,3.25 3,-3.25
105.800,2;3,3 3,-3
105.850,2;3,2.75 3,-2.75
105.900,2;3,2.5 3,-2.5
105.950,2;3,2.25 3,-2.25
106.000,2;3,2 3,-2
106.050,2;3,1.75 3,-1.75
106.100,2;3,1.5 3,-1.5
106.150,2;3,1.25 3,-1.25
106.200,2;3,1 3,-1
106.250,2;3,0.75 3,-0.75
106.300,2;3,0.5 3,-0.5
106.350,2;3,0.25 3,-0.25
106.400,3;1,-4 1,4 3,0
106.450,1;3,0
106.500,1;3,0
106.550,1;1,0
106.600,1;3,0
106.650,1;3,0
106.700,3;1,-4 1,4 3,0
106.750,2;3,0.25 3,-0.25
106.800,2;3,0.5 3,-0.5
106.850,2;3,0.75 3,-0.75
106.900,2;3,1 3,-1
106.950,2;3,1.25 3,-1.25
107.000,2;3,1.5 3,-1.5
107.050,2;3,1.75 3,-1.75
107.100,2;3,2 3,-2
107.150,2;3,2.25 3,-2.25
107.200,2;3,2.5 3,-2.5
107.250,2;3,3 3,-3
107.300,2;3,3.25 3,-3.25
107.350,2;3,3.5 3,-3.5
107.400,2;3,3.75 3,-3.75
107.450,2;3,4 3,-4
107.500,2;3,4 3,-4
107.800,4;1,-4 1,4 1,-1.5 1,1.5
108.600,4;4,-4,0.7 4,4,0.7 4,-1.5,0.7 4,1.5,0.7
108.650,4;3,-4 3,4 3,-1.5 3,1.5
108.700,4;3,-4 3,4 3,-1.5 3,1.5
108.750,4;3,-4 3,4 3,-1.5 3,1.5
108.800,4;3,-4 3,4 3,-1.5 3,1.5
108.850,4;3,-4 3,4 3,-1.5 3,1.5
108.900,4;3,-4 3,4 3,-1.5 3,1.5
108.950,4;3,-4 3,4 3,-1.5 3,1.5
109.000,4;3,-4 3,4 3,-1.5 3,1.5
109.050,4;3,-4 3,4 3,-1.5 3,1.5
109.100,4;3,-4 3,4 3,-1.5 3,1.5
109.150,4;3,-4 3,4 3,-1.5 3,1.5
109.200,4;3,-4 3,4 3,-1.5 3,1.5
109.400,3;1,-3 1,3 1,0
109.550,2;1,2 1,-2
109.700,3;4,-4,1.3 4,4,1.3 4,0,0.8
110.500,1;3,0
110.550,2;3,-0.7 3,0.7
110.600,2;3,-1.35 3,1.35
110.650,2;3,-1.9 3,1.9
110.700,2;3,-2.4 3,2.4
110.750,2;3,-2.8 3,2.8
110.800,2;3,-3.15 3,3.15
110.850,2;3,-3.45 3,3.45
110.900,2;3,-3.7 3,3.7
110.950,2;3,-3.9 3,3.9
111.000,3;3,-4 3,4 3,0
111.050,4;3,-3.5 3,-0.5 3,0.5 3,3.5
111.100,4;3,-3 3,-1 3,1 3,3
111.150,4;3,-2.5 3,-1.5 3,1.5 3,2.5
111.200,2;3,-2 3,2
111.500,2;1,-2 4,3,0.1
111.800,1;1,0
111.900,1;1,0
112.150,2;1,2 1,-2
112.300,2;1,2 4,-3,0.1
112.600,1;1,0
112.700,1;1,0
112.950,2;1,2 1,-2
113.100,2;1,-1.5 4,-4,0.1
113.400,1;1,-2
113.500,1;1,2
113.750,2;1,2 1,-2
113.900,2;1,1.5 4,4,0.1
114.200,1;1,2
114.300,1;1,-2
114.550,2;1,4 1,-4
114.700,2;1,-3 4,3,0.7
115.000,1;1,-3
115.100,2;1,0 1,-3
115.350,1;1,-1.5
115.500,2;1,3 4,-3,0.8
115.800,1;1,3
115.900,2;1,0 1,3
116.150,1;1,1.5
116.300,2;2,-1.5 4,3,0.3
116.325,1;3,0
116.600,2;4,-3,0.3 2,1.5
116.625,1;3,0
116.900,2;4,4,0.3 2,-1.5
116.925,1;3,1
117.200,2;4,-3,0.15 2,2.5
117.225,1;3,0
117.700,1;1,-1.5
117.800,1;1,-1.5
117.900,2;4,-2,0.1 1,3
118.200,1;1,1.5
118.300,1;1,1.5
118.450,2;1,3 1,0
118.600,2;4,4,0.1 1,1.6
118.900,1;1,-3
119.000,1;1,-3
119.150,2;1,-3 1,0
119.300,2;4,-4,0.1 1,4
119.600,1;1,0
119.700,1;1,0
119.850,2;1,-1 1,2
120.000,2;4,-4,0.1 1,-1.6
120.300,1;1,3
120.400,1;1,3
120.650,2;1,-2.5 1,2.5
120.800,2;4,-1.5,0.8 4,1.5,0.8
121.800,2;1,-3 1,3 
122.000,1;4,2,0.1
122.100,1;4,-2,0.1
122.370,2;1,0 1,2.5
122.640,2;1,0 1,-2.5
122.910,2;2,-4 1,-1.5
123.180,2;2,4 1,1.5
123.430,2;2,-2 2,2
123.800,1;1,0
124.000,2;4,-2,0.1 1,2
124.200,1;1,3
124.300,1;1,3
124.550,2;1,0 1,3
124.800,2;1,-3 4,0,0.1
125.000,1;1,3
125.100,1;1,3
125.350,2;1,-2 1,3
125.600,2;4,-1.5,0.1 1,1.5
125.800,1;1,3.5
125.900,1;1,3.5
126.150,2;1,-2 1,3
126.400,2;2,-2 2,2
126.650,2;2,-2 2,2
126.900,2;2,-2 2,2
127.100,2;4,2,0.1 1,-2
127.300,1;1,-3
127.400,1;1,-3
127.650,2;1,-3 1,1.5
127.800,2;4,3,0.1 1,0
128.100,1;1,-2
128.200,1;1,-2
128.450,2;1,1.5 1,-3
128.600,2;4,-2.5,0.1 1,2.5
128.800,1;1,2
128.900,2;1,2 1,-2
129.140,1;1,1
129.260,1;1,1
129.380,2;1,1 1,-2
129.500,2;1,4 1,-4
129.750,2;1,2 1,-2
130.000,2;1,4 1,-4
130.250,2;4,-3,0.15 4,3,0.15
130.500,1;1,0
130.600,1;1,0
130.750,2;2,-2 2,2
130.950,2;4,3,0.15 4,-3,0.15
131.200,1;1,0
131.300,1;1,0
131.450,2;2,-2 2,2
131.700,2;4,3,0.15 4,-3,0.15
132.000,1;1,0
132.100,1;1,0
132.300,2;2,-2 2,2
132.500,2;4,3,0.15 4,-3,0.15
132.750,1;1,0
132.850,1;1,0
133.000,2;2,-2 2,2
133.200,2;4,4,0.7 4,-4,0.7
134.000,2;4,2,0.4 4,-2,0.4
134.500,2;1,-2 1,2
134.600,2;1,-2 1,2
134.900,2;1,-1.5 2,4
135.200,2;1,-1.5 2,4
135.500,2;2,-2 2,2
135.700,1;2,0
135.750,1;3,0
135.800,1;3,0
135.850,1;3,0
136.150,2;1,-2 1,2
136.350,3;1,-4 1,4 4,0,1.8
136.450,2;3,3.714 3,-3.714
136.550,2;3,3.429 3,-3.429
136.650,2;3,3.143 3,-3.143
136.750,2;3,2.857 3,-2.857
136.850,2;3,2.571 3,-2.571
136.950,2;3,2.286 3,-2.286
137.050,2;3,2.000 3,-2.000
137.150,2;3,1.714 3,-1.714
137.250,2;3,1.429 3,-1.429
137.350,2;3,1.143 3,-1.143
137.450,2;3,0.857 3,-0.857
137.550,2;3,0.571 3,-0.571
137.650,2;3,0.286 3,-0.286
137.750,1;3,0
137.850,1;3,0
137.950,1;3,0
138.050,1;3,0
138.150,1;3,0
